Player,Tackles,Inter,Clear,Blocks,SpG,KeyP,Drb,Fouled,PS%,Crosses,LongB,ThrB,CB,CF,CM,DM,AM,WM,FB,WF
Sékou Mara Southampton,0.1707317073170731,0.04,0.037037037037037,0.0,0.1666666666666666,0.088235294117647,0.1714285714285714,0.081081081081081,0.4372549019607843,0.0,0.0128205128205128,0.0769230769230769,0.0,0.95,0.02,0.0,0.14,0.01,0.0,0.1
Ibrahima Diallo Southampton,0.3414634146341463,0.16,0.074074074074074,0.0454545454545454,0.0833333333333333,0.088235294117647,0.1428571428571428,0.1081081081081081,0.6941176470588233,0.0,0.1025641025641025,0.0,0.03,0.01,0.22,0.67,0.03,0.03,0.04,0.03
Adam Armstrong Southampton,0.1219512195121951,0.08,0.0246913580246913,0.0454545454545454,0.1666666666666666,0.1176470588235294,0.0857142857142857,0.081081081081081,0.6333333333333333,0.0263157894736842,0.0512820512820512,0.0,0.0,0.83,0.06,0.0,0.69,0.0,0.0,0.98
Carlos Vinícius Fulham,0.024390243902439,0.0,0.037037037037037,0.0,0.1458333333333333,0.088235294117647,0.0285714285714285,0.1351351351351351,0.3294117647058823,0.0,0.0,0.0769230769230769,0.0,0.99,0.0,0.0,0.02,0.0,0.0,0.03
Tariq Lamptey Brighton,0.1463414634146341,0.16,0.0123456790123456,0.0909090909090909,0.0625,0.0588235294117647,0.1142857142857142,0.1891891891891891,0.8196078431372549,0.0789473684210526,0.0256410256410256,0.0769230769230769,0.01,0.08,0.13,0.07,0.05,0.88,0.79,0.0
Harry Wilson Fulham,0.1463414634146341,0.08,0.037037037037037,0.0,0.1041666666666666,0.0294117647058823,0.1142857142857142,0.1351351351351351,0.692156862745098,0.0,0.0512820512820512,0.0,0.0,0.15,0.16,0.04,0.69,0.0,0.0,0.87
Joe Gelhardt Leeds,0.0975609756097561,0.0,0.037037037037037,0.0,0.1458333333333333,0.0294117647058823,0.0285714285714285,0.1351351351351351,0.4470588235294117,0.0,0.0,0.0769230769230769,0.0,0.99,0.0,0.0,0.07,0.0,0.0,0.05
Will Hughes Crystal Palace,0.1951219512195122,0.2,0.0123456790123456,0.0909090909090909,0.0208333333333333,0.0294117647058823,0.0,0.081081081081081,0.6901960784313723,0.0263157894736842,0.0384615384615384,0.0,0.04,0.09,0.69,0.05,0.02,0.79,0.17,0.01
Karim Benzema Real Madrid,0.0975609756097561,0.04,0.037037037037037,0.0,1.0,0.6176470588235294,0.1999999999999999,0.081081081081081,0.8254901960784313,0.0,0.0641025641025641,0.2307692307692307,0.0,0.91,0.12,0.01,0.18,0.05,0.01,0.14
Antoine Griezmann Atletico,0.3414634146341463,0.24,0.074074074074074,0.0454545454545454,0.5416666666666667,0.5588235294117647,0.4285714285714285,0.2972972972972972,0.7392156862745096,0.2631578947368421,0.2307692307692308,0.1538461538461538,0.0,0.79,0.14,0.01,0.86,0.0,0.01,0.96
Rodrygo Real Madrid,0.1219512195121951,0.12,0.0123456790123456,0.0,0.5833333333333334,0.4411764705882353,0.5714285714285714,0.3783783783783783,0.8901960784313723,0.0526315789473684,0.0769230769230769,0.0,0.0,0.88,0.11,0.01,0.78,0.0,0.0,0.95
Mikel Merino Real Sociedad,0.6097560975609757,0.2799999999999999,0.2222222222222222,0.1818181818181818,0.3125,0.3823529411764706,0.2285714285714285,0.4054054054054054,0.6333333333333333,0.0789473684210526,0.2564102564102564,0.0769230769230769,0.05,0.05,0.73,0.03,0.0,0.17,0.09,0.01
Joselu Espanyol,0.048780487804878,0.08,0.1728395061728395,0.0909090909090909,0.5,0.2058823529411764,0.1428571428571428,0.6216216216216215,0.3215686274509803,0.0526315789473684,0.0641025641025641,0.0,0.01,0.99,0.06,0.01,0.05,0.04,0.04,0.05
Juan Foyth Villarreal,0.8048780487804879,0.36,0.308641975308642,0.1818181818181818,0.0833333333333333,0.1764705882352941,0.3142857142857143,0.1621621621621621,0.8470588235294116,0.0263157894736842,0.3717948717948718,0.0,0.83,0.0,0.0,0.74,0.0,0.04,0.76,0.0
Enes Ünal Getafe,0.1951219512195122,0.04,0.1234567901234568,0.0454545454545454,0.5416666666666667,0.2352941176470588,0.1714285714285714,0.5945945945945945,0.3784313725490196,0.0263157894736842,0.0256410256410256,0.0769230769230769,0.0,0.96,0.03,0.0,0.12,0.02,0.0,0.19
Iago Aspas Celta Vigo,0.048780487804878,0.08,0.074074074074074,0.0,0.5208333333333334,0.7352941176470589,0.1714285714285714,0.5135135135135134,0.6784313725490194,0.0263157894736842,0.2179487179487179,0.1538461538461538,0.0,0.94,0.1,0.03,0.83,0.03,0.0,0.9
Éder Militão Real Madrid,0.3658536585365854,0.52,0.4074074074074074,0.4545454545454545,0.1666666666666666,0.0588235294117647,0.1142857142857142,0.3243243243243243,0.8431372549019607,0.0,0.4358974358974359,0.0,0.98,0.0,0.01,0.04,0.0,0.0,0.65,0.0
Sergi Darder Espanyol,0.4390243902439025,0.2799999999999999,0.074074074074074,0.0,0.1875,0.5882352941176471,0.5428571428571428,0.6216216216216215,0.6450980392156862,0.3684210526315789,0.358974358974359,0.0769230769230769,0.0,0.1,0.83,0.03,0.05,0.87,0.07,0.05
Daniel Parejo Villarreal,0.4634146341463415,0.2799999999999999,0.1111111111111111,0.1818181818181818,0.1458333333333333,0.4117647058823529,0.2285714285714285,0.5405405405405405,0.892156862745098,0.2894736842105263,0.5384615384615385,0.1538461538461538,0.06,0.01,0.69,0.02,0.1,0.23,0.08,0.01
José Gayà Valencia,0.5853658536585367,0.32,0.1728395061728395,0.1818181818181818,0.1666666666666666,0.6176470588235294,0.1999999999999999,0.1891891891891891,0.7196078431372548,0.4999999999999999,0.3333333333333333,0.0,0.04,0.0,0.11,0.06,0.03,0.93,0.97,0.0
Aurélien Tchouaméni Real Madrid,0.4390243902439025,0.52,0.1728395061728395,0.0909090909090909,0.2291666666666666,0.1764705882352941,0.1999999999999999,0.2702702702702702,0.9666666666666666,0.0,0.1538461538461538,0.0769230769230769,0.14,0.03,0.16,0.89,0.0,0.03,0.04,0.01
José Giménez Atletico,0.3170731707317074,0.4,0.5555555555555556,0.3181818181818182,0.1875,0.088235294117647,0.0571428571428571,0.081081081081081,0.8450980392156862,0.0,0.4102564102564103,0.0,0.99,0.0,0.0,0.06,0.0,0.0,0.74,0.0
Brais Méndez Real Sociedad,0.4146341463414634,0.16,0.0493827160493827,0.0454545454545454,0.3958333333333333,0.4117647058823529,0.1428571428571428,0.4594594594594594,0.7450980392156863,0.2631578947368421,0.2435897435897436,0.1538461538461538,0.0,0.83,0.12,0.01,0.91,0.02,0.0,0.92
Andreas Christensen Barcelona,0.2195121951219512,0.36,0.3209876543209877,0.2727272727272727,0.0833333333333333,0.088235294117647,0.0,0.1081081081081081,0.9705882352941176,0.0,0.3974358974358975,0.0,1.0,0.01,0.0,0.79,0.0,0.0,0.13,0.0
Reinildo Atletico,0.7317073170731708,0.5599999999999999,0.2962962962962963,0.2272727272727272,0.0625,0.1176470588235294,0.0857142857142857,0.3783783783783783,0.837254901960784,0.0526315789473684,0.1538461538461538,0.0,0.93,0.0,0.01,0.08,0.0,0.77,1.0,0.0
Samuel Chukwueze Villarreal,0.1219512195121951,0.16,0.0617283950617284,0.0,0.2708333333333333,0.3529411764705882,0.6,0.2432432432432432,0.6490196078431372,0.0789473684210526,0.0769230769230769,0.0769230769230769,0.0,0.28,0.07,0.0,0.86,0.02,0.0,1.0
