Player,Player.1,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Apps,Mins
"162Roméo LaviaSouthampton, 19, DMC","Roméo Lavia Southampton, 19, DMC",-,0.5,33.6,86.4,0.1,1.7,0.1,6.61,17(3),1468.0
"163Wout FaesLeicester, 25, D(C)","Wout Faes Leicester, 25, D(C)",-,0.2,67.8,86.4,-,2.9,-,6.61,21,1887.0
"164Ashley YoungAston Villa, 37, D(LR),M(LR)","Ashley Young Aston Villa, 37, D(LR),M(LR)",-,0.5,31.9,75.4,0.4,2.0,0.1,6.61,15(5),1367.0
"165Bobby De Cordova-ReidFulham, 30, D(R),M(CLR),FW","Bobby De Cordova-Reid Fulham, 30, D(R),M(CLR),FW",1,0.6,25.1,72.3,0.5,0.7,-,6.61,26(1),2141.0
"166Leon BaileyAston Villa, 25, M(CLR),FW","Leon Bailey Aston Villa, 25, M(CLR),FW",3,0.8,13.6,69.3,0.8,0.7,-,6.6,21(6),1636.0
"167Illan MeslierLeeds, 23, GK","Illan Meslier Leeds, 23, GK",-,-,25.2,54.2,-,3.7,-,6.6,28,2520.0
"168César AzpilicuetaChelsea, 33, D(CLR),M(R)","César Azpilicueta Chelsea, 33, D(CLR),M(R)",-,0.6,36.2,82.8,0.3,0.4,-,6.6,11(8),1104.0
"169Matty CashAston Villa, 25, D(R),M(CLR)","Matty Cash Aston Villa, 25, D(R),M(CLR)",1,0.3,32.0,79.5,0.5,1.6,-,6.59,18(5),1640.0
"170Nathan CollinsWolves, 21, D(CR)","Nathan Collins Wolves, 21, D(CR)",-,0.1,50.0,88.8,-,3.1,-,6.58,17(3),1579.0
"171Séamus ColemanEverton, 34, D(CR),M(R)","Séamus Coleman Everton, 34, D(CR),M(R)",-,0.1,26.0,76.1,0.3,0.9,-,6.58,18(3),1531.0
"172Eddie NketiahArsenal, 23, FW","Eddie Nketiah Arsenal, 23, FW",1,0.3,10.1,82.0,-,0.1,-,6.58,9(14),990.0
"173Marc GuéhiCrystal Palace, 22, D(C)","Marc Guéhi Crystal Palace, 22, D(C)",-,0.2,56.1,85.9,-,3.9,-,6.58,28,2520.0
"174Joe AriboSouthampton, 26, M(CLR),FW","Joe Aribo Southampton, 26, M(CLR),FW",-,0.5,18.2,74.2,-,0.3,-,6.58,11(8),1097.0
"175Lewis DunkBrighton, 31, D(C)","Lewis Dunk Brighton, 31, D(C)",-,0.2,85.7,90.4,-,5.3,-,6.58,26,2340.0
"176Vitalii MykolenkoEverton, 23, D(CL),M(L)","Vitalii Mykolenko Everton, 23, D(CL),M(L)",-,0.6,30.3,76.7,0.5,1.1,-,6.57,25(3),2162.0
"177Dean HendersonNottingham Forest, 26, GK","Dean Henderson Nottingham Forest, 26, GK",-,-,31.2,56.8,-,6.4,-,6.57,18,1620.0
"178Ruben Loftus-CheekChelsea, 27, M(CLR)","Ruben Loftus-Cheek Chelsea, 27, M(CLR)",-,0.6,36.3,87.5,0.1,0.8,0.1,6.57,17(3),1322.0
"179João MoutinhoWolves, 36, M(C)","João Moutinho Wolves, 36, M(C)",2,1.3,34.6,84.0,0.6,1.7,0.1,6.57,20(7),1711.0
"180Robin KochLeeds, 26, D(C),DMC","Robin Koch Leeds, 26, D(C),DMC",-,-,44.4,77.4,-,2.2,-,6.57,27,2368.0
"181Jeffrey SchluppCrystal Palace, 30, D(L),M(CLR)","Jeffrey Schlupp Crystal Palace, 30, D(L),M(CLR)",-,0.5,26.2,77.2,-,0.8,-,6.57,25(3),2121.0
"182Brennan JohnsonNottingham Forest, 21, AM(CLR),FW","Brennan Johnson Nottingham Forest, 21, AM(CLR),FW",2,0.8,12.6,63.1,0.3,0.1,-,6.57,26(2),2314.0
"183Danny IngsAston Villa, 30, AM(C),FW","Danny Ings Aston Villa, 30, AM(C),FW",-,0.5,8.8,72.2,-,0.1,0.1,6.56,8(10),819.0
"184Luke AylingLeeds, 31, D(CR),M(R)","Luke Ayling Leeds, 31, D(CR),M(R)",1,0.3,26.0,69.8,0.4,1.6,-,6.56,14(7),1329.0
"185Raphaël VaraneMan Utd, 29, D(C)","Raphaël Varane Man Utd, 29, D(C)",-,0.2,44.7,86.0,-,2.0,-,6.55,18(2),1566.0
"186Conor GallagherChelsea, 23, AM(C)","Conor Gallagher Chelsea, 23, AM(C)",1,0.7,20.0,82.8,0.4,0.4,-,6.55,10(15),950.0
"187Neco WilliamsNottingham Forest, 21, D(LR),M(LR)","Neco Williams Nottingham Forest, 21, D(LR),M(LR)",-,0.5,20.0,68.8,0.7,1.5,-,6.55,15(11),1452.0
"188Harvey ElliottLiverpool, 20, AM(CR)","Harvey Elliott Liverpool, 20, AM(CR)",2,0.8,32.3,82.5,0.2,1.0,0.1,6.55,17(10),1502.0
"189Marc RocaLeeds, 26, DMC","Marc Roca Leeds, 26, DMC",2,0.9,39.0,80.2,0.3,2.0,-,6.54,22(2),1726.0
"190Joe WorrallNottingham Forest, 26, D(C)","Joe Worrall Nottingham Forest, 26, D(C)",-,0.1,41.7,80.1,-,3.2,-,6.54,16(6),1629.0
"191Matheus NunesWolves, 24, M(C)","Matheus Nunes Wolves, 24, M(C)",1,0.8,27.7,81.9,0.2,2.4,-,6.54,23(3),1794.0
"192Crysencio SummervilleLeeds, 21, AM(LR)","Crysencio Summerville Leeds, 21, AM(LR)",2,0.5,15.4,78.1,0.1,0.3,-,6.54,10(11),1087.0
"193Daniel PodenceWolves, 27, AM(CLR),FW","Daniel Podence Wolves, 27, AM(CLR),FW",-,1.1,19.9,70.6,0.4,0.9,-,6.54,18(9),1556.0
"194Tyrell MalaciaMan Utd, 23, D(L)","Tyrell Malacia Man Utd, 23, D(L)",-,0.1,25.8,84.8,0.2,0.7,-,6.54,10(5),920.0
"195FredMan Utd, 30, M(C)","Fred Man Utd, 30, M(C)",1,0.9,24.5,80.6,0.1,1.1,0.1,6.54,10(14),970.0
"196Vladimír CoufalWest Ham, 30, D(R),M(R)","Vladimír Coufal West Ham, 30, D(R),M(R)",-,0.9,31.2,66.4,0.7,1.5,-,6.53,16(2),1428.0
"197Ezri KonsaAston Villa, 25, D(CR)","Ezri Konsa Aston Villa, 25, D(CR)",-,0.3,47.5,87.7,0.1,1.6,-,6.53,27(1),2423.0
"198Hugo BuenoWolves, 20, D(L)","Hugo Bueno Wolves, 20, D(L)",1,0.7,25.8,85.0,0.9,0.2,-,6.53,13(3),1072.0
"199Tosin AdarabioyoFulham, 25, D(CR)","Tosin Adarabioyo Fulham, 25, D(CR)",-,0.1,42.8,81.2,0.1,2.5,-,6.53,13(2),1184.0
"200Adama TraoréWolves, 27, M(CLR),FW","Adama Traoré Wolves, 27, M(CLR),FW",1,0.8,13.5,74.4,0.7,0.3,0.1,6.53,10(16),1240.0
"201Renan LodiNottingham Forest, 24, D(L),M(L)","Renan Lodi Nottingham Forest, 24, D(L),M(L)",-,0.4,26.2,74.8,0.5,1.4,-,6.53,18(2),1558.0
"202Konstantinos TsimikasLiverpool, 26, D(L)","Konstantinos Tsimikas Liverpool, 26, D(L)",4,1.0,20.7,84.8,1.1,0.7,-,6.52,6(9),554.0
"203Lewis CookBournemouth, 26, M(CL)","Lewis Cook Bournemouth, 26, M(CL)",2,1.0,29.3,81.0,0.8,1,-,6.52,17(4),1516.0
"204Rayan Aït-NouriWolves, 21, D(L),M(L)","Rayan Aït-Nouri Wolves, 21, D(L),M(L)",-,0.4,22.6,81.4,0.3,0.4,-,6.52,9(11),1025.0
"205Patson DakaLeicester, 24, FW","Patson Daka Leicester, 24, FW",3,0.6,9.3,67.3,-,-,0.1,6.51,12(9),923.0
"206Marcos SenesiBournemouth, 25, D(C)","Marcos Senesi Bournemouth, 25, D(C)",-,0.2,39.8,80.1,-,3.5,-,6.51,23(1),1972.0
"207Nélson SemedoWolves, 29, D(LR),M(R)","Nélson Semedo Wolves, 29, D(LR),M(R)",1,0.3,32.4,81.8,0.3,1,-,6.51,22(5),1875.0
"208Aaron HickeyBrentford, 20, D(LR),M(LR)","Aaron Hickey Brentford, 20, D(LR),M(LR)",-,0.1,28.2,83.6,0.2,0.8,-,6.51,15(1),1255.0
"209Harrison ReedFulham, 28, D(R),M(CR)","Harrison Reed Fulham, 28, D(R),M(CR)",2,1.0,33.7,79.4,0.4,1.3,-,6.51,27,2210.0
"210Gianluca ScamaccaWest Ham, 24, FW","Gianluca Scamacca West Ham, 24, FW",-,0.8,10.9,66.9,0.1,0.8,-,6.5,11(5),929.0
"211Yoane WissaBrentford, 26, AM(L),FW","Yoane Wissa Brentford, 26, AM(L),FW",2,0.3,8.8,73.2,-,0.3,-,6.5,12(16),1184.0
"212Mateo KovacicChelsea, 28, M(CL)","Mateo Kovacic Chelsea, 28, M(CL)",1,0.9,48.9,85.8,0.1,1.8,0.2,6.5,12(8),1249.0
"213Jordan HendersonLiverpool, 32, D(C),M(CLR)","Jordan Henderson Liverpool, 32, D(C),M(CLR)",1,0.6,43.9,84.3,0.2,2.3,0.1,6.5,15(9),1351.0
"214Wilfred NdidiLeicester, 26, D(C),DMC","Wilfred Ndidi Leicester, 26, D(C),DMC",-,0.1,37.5,85.8,-,0.9,-,6.5,13(6),1160.0
"215Daniel AmarteyLeicester, 28, D(CR),DMC","Daniel Amartey Leicester, 28, D(CR),DMC",-,0.3,55.6,91.6,-,1.5,0.1,6.5,17(2),1520.0
"216Joel WardCrystal Palace, 33, D(CLR),DMC,M(R)","Joel Ward Crystal Palace, 33, D(CLR),DMC,M(R)",-,0.2,33.3,75.7,0.1,1.3,-,6.5,16(3),1494.0
"217Josh DasilvaBrentford, 24, M(C)","Josh Dasilva Brentford, 24, M(C)",2,0.4,17.1,83.8,0.3,0.6,-,6.5,12(15),1138.0
"218Kyle WalkerMan City, 32, D(CR),M(R)","Kyle Walker Man City, 32, D(CR),M(R)",-,0.3,63.9,88.3,0.1,2.4,0.1,6.49,14(3),1167.0
"219Scott McTominayMan Utd, 26, D(C),DMC","Scott McTominay Man Utd, 26, D(C),DMC",-,0.2,17.6,83.5,-,0.7,0.1,6.49,8(11),940.0
"220Clément LengletTottenham, 27, D(C)","Clément Lenglet Tottenham, 27, D(C)",2,0.3,56.1,87.4,0.3,2.9,-,6.49,17(2),1454.0
"221Ryan YatesNottingham Forest, 25, DMC","Ryan Yates Nottingham Forest, 25, DMC",2,0.3,23.3,79.1,-,1.1,-,6.49,17(4),1496.0
"222Gavin BazunuSouthampton, 21, GK","Gavin Bazunu Southampton, 21, GK",-,-,31.7,55.9,-,7.4,-,6.48,29,2610.0
"223EmersonWest Ham, 28, D(L),M(L)","Emerson West Ham, 28, D(L),M(L)",-,0.6,25.7,81.1,0.3,0.7,-,6.48,11(4),897.0
"224Adam WebsterBrighton, 28, D(C)","Adam Webster Brighton, 28, D(C)",-,0.2,61.5,88.0,0.1,3.4,-,6.48,17(3),1500.0
"225RicharlisonTottenham, 25, AM(CLR),FW","Richarlison Tottenham, 25, AM(CLR),FW",3,0.7,11.1,75.2,0.2,0.4,0.1,6.48,9(10),750.0
"226Tyrick MitchellCrystal Palace, 23, D(L)","Tyrick Mitchell Crystal Palace, 23, D(L)",2,0.4,30.4,70.3,0.3,1.1,-,6.47,25(2),2086.0
"227Brenden AaronsonLeeds, 22, AM(CLR)","Brenden Aaronson Leeds, 22, AM(CLR)",2,1.4,22.8,79.3,0.4,0.3,0.1,6.47,24(3),2025.0
"228Mads RoerslevBrentford, 23, D(R),M(R)","Mads Roerslev Brentford, 23, D(R),M(R)",-,0.5,14.9,65.9,0.3,0.7,0.1,6.47,10(5),931.0
"229Boubakary SoumaréLeicester, 24, DMC","Boubakary Soumaré Leicester, 24, DMC",-,0.3,30.3,88.4,0.1,0.9,0.1,6.47,12(6),929.0
"230Jordan ZemuraBournemouth, 23, D(L)","Jordan Zemura Bournemouth, 23, D(L)",1,0.9,24.0,69.3,0.3,0.6,-,6.46,17(2),1457.0
"231Danny WardLeicester, 29, GK","Danny Ward Leicester, 29, GK",-,-,30.2,70.5,-,4.6,-,6.46,26,2340.0
"232JonnyWolves, 29, D(CLR),M(LR)","Jonny Wolves, 29, D(CLR),M(LR)",-,0.3,38.4,84.1,0.2,1.5,0.2,6.46,14(4),1263.0
"233Romain PerraudSouthampton, 25, D(L),M(L)","Romain Perraud Southampton, 25, D(L),M(L)",2,0.5,23.9,75.4,0.4,0.5,-,6.45,20(6),1703.0
"234Thilo KehrerWest Ham, 26, D(CLR),M(R)","Thilo Kehrer West Ham, 26, D(CLR),M(R)",1,0.3,41.1,85.1,0.1,1.8,-,6.45,20,1756.0
"235Adam LallanaBrighton, 34, M(CLR)","Adam Lallana Brighton, 34, M(CLR)",1,0.9,19.4,83.2,0.1,0.1,-,6.45,12(4),730.0
"236Ryan ChristieBournemouth, 28, AM(CLR),FW","Ryan Christie Bournemouth, 28, AM(CLR),FW",-,0.7,16.5,82.6,0.2,0.5,-,6.45,12(10),1112.0
"237Mohamed ElyounoussiSouthampton, 28, AM(CLR),FW","Mohamed Elyounoussi Southampton, 28, AM(CLR),FW",1,0.7,19.2,69.0,0.3,0.7,0.1,6.44,22(4),1797.0
"238Trevoh ChalobahChelsea, 23, D(CR),DMC","Trevoh Chalobah Chelsea, 23, D(CR),DMC",-,0.1,41.1,89.2,-,1.6,-,6.44,11(5),1004.0
"239EdersonMan City, 29, GK","Ederson Man City, 29, GK",1,-,30.8,84.3,-,4.9,-,6.44,28,2520.0
"240Robert SánchezBrighton, 25, GK","Robert Sánchez Brighton, 25, GK",-,-,29.3,73.6,-,3.3,-,6.43,22,1980.0
"241Conor CoadyEverton, 30, D(CR),DMC","Conor Coady Everton, 30, D(CR),DMC",1,0.2,51.8,84.9,-,4.6,-,6.43,22,1971.0
"242Chris MephamBournemouth, 25, D(C)","Chris Mepham Bournemouth, 25, D(C)",-,0.1,36.0,82.2,-,1.7,-,6.42,19(2),1748.0
"243James MilnerLiverpool, 37, D(LR),M(CLR)","James Milner Liverpool, 37, D(LR),M(CLR)",1,0.5,22.1,81.1,0.5,1.2,-,6.42,6(15),717.0
"244Odsonne ÉdouardCrystal Palace, 25, AM(L),FW","Odsonne Édouard Crystal Palace, 25, AM(L),FW",2,0.6,12.2,73.9,-,-,-,6.42,15(11),1364.0
"245Emmanuel DennisNottingham Forest, 25, M(LR),FW","Emmanuel Dennis Nottingham Forest, 25, M(LR),FW",1,0.4,9.6,71.5,0.1,0.3,-,6.42,5(10),614.0
"246Michail AntonioWest Ham, 33, D(R),M(CLR),FW","Michail Antonio West Ham, 33, D(R),M(CLR),FW",2,0.5,8.4,55.0,0.1,0.2,-,6.4,12(12),1154.0
"247Kieffer MooreBournemouth, 30, FW","Kieffer Moore Bournemouth, 30, FW",-,0.2,14.8,59.2,0.1,0.2,-,6.4,12(9),1120.0
"248Lucas DigneAston Villa, 29, D(CL),M(L)","Lucas Digne Aston Villa, 29, D(CL),M(L)",-,0.7,29.8,78.7,0.8,1.2,-,6.4,16(5),1295.0
"249Ryan SessegnonTottenham, 22, D(L),M(LR)","Ryan Sessegnon Tottenham, 22, D(L),M(LR)",-,0.4,17.1,73.4,0.2,0.3,0.1,6.4,9(8),811.0
"250Scott McKennaNottingham Forest, 26, D(C)","Scott McKenna Nottingham Forest, 26, D(C)",-,0.4,37.1,80.4,0.1,2,-,6.39,17(1),1463.0
"251Remo FreulerNottingham Forest, 30, DMC","Remo Freuler Nottingham Forest, 30, DMC",-,0.5,31.9,80.0,0.1,0.8,-,6.38,21(3),1904.0
"252Jaidon AnthonyBournemouth, 23, AM(LR)","Jaidon Anthony Bournemouth, 23, AM(LR)",-,0.4,16.7,78.1,0.3,0.6,-,6.37,10(13),1046.0
"253Philippe CoutinhoAston Villa, 30, M(CLR)","Philippe Coutinho Aston Villa, 30, M(CLR)",-,0.4,17.9,78.5,0.1,0.5,0.1,6.37,7(13),783.0
"254Pablo FornalsWest Ham, 27, M(CLR)","Pablo Fornals West Ham, 27, M(CLR)",1,0.6,21.2,78.0,0.3,1.3,0.1,6.36,11(12),1042.0
"255Orel MangalaNottingham Forest, 25, M(C)","Orel Mangala Nottingham Forest, 25, M(C)",-,0.1,19.5,81.6,-,0.4,-,6.36,12(5),849.0
"256Kelechi IheanachoLeicester, 26, AM(C),FW","Kelechi Iheanacho Leicester, 26, AM(C),FW",4,0.7,10.0,75.3,-,0.2,-,6.35,7(15),755.0
"257Mikkel DamsgaardBrentford, 22, AM(CL)","Mikkel Damsgaard Brentford, 22, AM(CL)",-,0.5,13.8,71.9,0.2,0.4,0.1,6.35,5(12),588.0
"258Fábio VieiraArsenal, 22, AM(CR),FW","Fábio Vieira Arsenal, 22, AM(CR),FW",2,0.5,12.0,85.6,0.2,0.3,0.1,6.34,2(16),404.0
"259Sam GreenwoodLeeds, 21, M(C)","Sam Greenwood Leeds, 21, M(C)",2,0.9,8.3,65.6,1.1,0.3,-,6.34,2(13),329.0
"260Takehiro TomiyasuArsenal, 24, D(CLR)","Takehiro Tomiyasu Arsenal, 24, D(CLR)",1,0.2,19.6,82.5,0.2,0.7,-,6.34,6(15),656.0
"261Jacob MurphyNewcastle, 28, D(R),M(LR)","Jacob Murphy Newcastle, 28, D(R),M(LR)",1,0.6,9.1,70.7,0.3,0.2,-,6.33,8(19),824.0
"262Patrick BamfordLeeds, 29, AM(CLR),FW","Patrick Bamford Leeds, 29, AM(CLR),FW",2,0.5,10.7,73.4,-,-,-,6.33,11(9),965.0
"263Alejandro GarnachoMan Utd, 18, AM(L)","Alejandro Garnacho Man Utd, 18, AM(L)",2,0.1,9.5,81.0,-,0.1,-,6.32,4(11),449.0
"264Christian PulisicChelsea, 24, M(CLR),FW","Christian Pulisic Chelsea, 24, M(CLR),FW",1,0.6,13.1,83.1,0.1,0.3,-,6.31,7(12),696.0
"265Taiwo AwoniyiNottingham Forest, 25, FW","Taiwo Awoniyi Nottingham Forest, 25, FW",-,0.5,7.1,74.4,-,0.1,-,6.31,9(8),737.0
"266Nathaniel ClyneCrystal Palace, 31, D(LR),M(R)","Nathaniel Clyne Crystal Palace, 31, D(LR),M(R)",-,0.3,31.2,80.6,0.2,0.9,-,6.31,19(2),1639.0
"267Samuel EdozieSouthampton, 20, Forward","Samuel Edozie Southampton, 20, Forward",-,0.4,9.3,72.1,0.1,0.1,0.1,6.31,5(10),535.0
"268Abdoulaye DoucouréEverton, 30, M(C)","Abdoulaye Doucouré Everton, 30, M(C)",2,0.7,20.4,80.2,0.1,0.2,-,6.3,11(8),989.0
"269Chris WoodNewcastle, 31, FW","Chris Wood Newcastle, 31, FW",-,0.2,5.9,62.3,-,0.1,-,6.29,4(14),440.0
"270Adam SmithBournemouth, 31, D(LR),M(LR)","Adam Smith Bournemouth, 31, D(LR),M(LR)",1,0.3,27.9,75.6,0.4,2,-,6.29,27,2296.0
"271Jamie VardyLeicester, 36, AM(L),FW","Jamie Vardy Leicester, 36, AM(L),FW",4,0.4,7.0,53.7,-,0.2,-,6.28,11(16),1277.0
"272Stuart ArmstrongSouthampton, 31, AM(CLR)","Stuart Armstrong Southampton, 31, AM(CLR)",-,0.6,20.3,81.5,0.2,0.6,-,6.28,11(13),1072.0
"273Dennis PraetLeicester, 28, AM(CR)","Dennis Praet Leicester, 28, AM(CR)",-,0.1,12.9,77.7,0.1,0.4,0.1,6.26,5(11),535.0
"274Anthony ElangaMan Utd, 20, AM(LR)","Anthony Elanga Man Utd, 20, AM(LR)",1,0.4,7.6,76.0,0.1,0.1,-,6.26,5(11),424.0
"275Yves BissoumaTottenham, 26, M(C)","Yves Bissouma Tottenham, 26, M(C)",-,0.4,28.4,90.5,0.1,0.6,-,6.26,8(12),809.0
"276Kieran TierneyArsenal, 25, D(CL),M(L)","Kieran Tierney Arsenal, 25, D(CL),M(L)",1,0.2,14.9,78.5,0.1,0.7,-,6.25,4(16),519.0
"277Hwang Hee-ChanWolves, 27, AM(CLR),FW","Hwang Hee-Chan Wolves, 27, AM(CLR),FW",1,0.4,9.2,77.0,0.1,0.2,-,6.25,9(9),713.0
"278Sékou MaraSouthampton, 20, FW","Sékou Mara Southampton, 20, FW",2,0.3,4.8,66.7,-,0.1,0.1,6.24,4(16),492.0
"279Ibrahima DialloSouthampton, 24, DMC","Ibrahima Diallo Southampton, 24, DMC",-,0.3,24.8,79.8,-,0.8,-,6.24,11(5),807.0
"280Adam ArmstrongSouthampton, 26, AM(CLR),FW","Adam Armstrong Southampton, 26, AM(CLR),FW",1,0.4,10.4,76.7,0.1,0.4,-,6.24,12(12),1113.0
"281Neal MaupayEverton, 26, AM(C),FW","Neal Maupay Everton, 26, AM(C),FW",-,0.3,10.4,75.4,-,0.3,-,6.24,10(10),946.0
"282Tom CairneyFulham, 32, M(CR)","Tom Cairney Fulham, 32, M(CR)",-,0.4,17.0,88.8,0.2,1,-,6.21,1(22),475.0
"283Carlos ViníciusFulham, 28, FW","Carlos Vinícius Fulham, 28, FW",1,0.3,6.1,61.2,-,-,0.1,6.21,6(13),646.0
"284Tariq LampteyBrighton, 22, D(R),M(R)","Tariq Lamptey Brighton, 22, D(R),M(R)",-,0.2,11.6,86.2,0.3,0.2,0.1,6.21,3(17),443.0
"285Jean-Philippe MatetaCrystal Palace, 25, FW","Jean-Philippe Mateta Crystal Palace, 25, FW",-,0.2,5.8,69.4,-,-,-,6.2,6(17),690.0
"286Harry WilsonFulham, 26, AM(CLR)","Harry Wilson Fulham, 26, AM(CLR)",-,0.1,9.1,79.7,-,0.4,-,6.18,4(15),448.0
"287Diego CostaWolves, 34, FW","Diego Costa Wolves, 34, FW",-,0.4,7.4,74.8,-,-,-,6.17,9(6),738.0
"288Jesse LingardNottingham Forest, 30, AM(CLR),FW","Jesse Lingard Nottingham Forest, 30, AM(CLR),FW",-,0.7,17.6,81.2,0.1,0.6,-,6.17,12(4),926.0
"289Joe GelhardtLeeds, 20, FW","Joe Gelhardt Leeds, 20, FW",2,0.1,4.3,67.2,-,-,0.1,6.16,1(14),202.0
"290Sam SurridgeNottingham Forest, 24, FW","Sam Surridge Nottingham Forest, 24, FW",-,0.1,4.1,48.5,-,0.1,-,6.14,1(15),270.0
"291Tom DaviesEverton, 24, M(C)","Tom Davies Everton, 24, M(C)",-,0.1,12.2,75.0,-,0.6,-,6.13,4(13),478.0
"292Will HughesCrystal Palace, 27, M(CLR)","Will Hughes Crystal Palace, 27, M(CLR)",-,0.1,9.5,79.6,0.1,0.3,-,6.11,3(16),417.0
